ID,RADEG,DECDEG,CLASS,DATATABLE,i,g
SK055A,10.7160875,40.7360806,1.0,m31rbcV5,19.714,20.756
B135,10.7165958,41.5188778,1.0,m31rbcV5,20.916,22.911
B263,10.7176292,40.7989917,6.0,m31rbcV5,23.192,24.535
B355,10.72035,41.9664417,6.0,m31rbcV5,23.439,24.245
B264,10.7216208,41.2706667,1.0,m31rbcV5,17.743,18.449
NB40,10.722,41.2128889,6.0,m31rbcV5,20.396,21.842
2M027,10.7227917,39.15375,4.0,m31rbcV5,18.19,19.757
B136,10.7235292,41.3261444,1.0,m31rbcV5,19.681,21.258
B079D,10.7247,40.7788972,6.0,m31rbcV5,22.313,24.014
B137,10.7249583,41.5372667,1.0,m31rbcV5,17.531,18.883
NB103,10.7250417,41.25575,6.0,m31rbcV5,19.813,21.556
B080D,10.7256667,41.2705833,6.0,m31rbcV5,19.486,21.39
SK056A,10.7261417,41.0314472,5.0,m31rbcV5,19.47,20.177
C21,10.727083333333333,29.659444444444443,2.0,di_tullio_zinn_13_table2,22.136,23.165
MCEC2,10.7291708,43.9577833,8.0,m31rbcV5,21.217,22.166
SK113B,10.72955,40.9959528,2.0,m31rbcV5,19.189,19.641
B081D,10.7298875,41.0519611,3.0,m31rbcV5,18.523,18.947
B083D,10.7303875,41.0364917,6.0,m31rbcV5,21.329,23.032
B082D,10.7314583,41.3415806,6.0,m31rbcV5,20.677,22.886
B138,10.7317292,41.3096778,1.0,m31rbcV5,19.73,21.238
NB97,10.7320417,41.2425833,6.0,m31rbcV5,20.641,22.414
B524,10.7327375,41.0536083,1.0,m31rbcV5,19.678,20.302
NB49,10.73275,41.2308611,6.0,m31rbcV5,20.308,21.835
NB104,10.7329583,41.2379583,6.0,m31rbcV5,20.437,22.477
SK114B,10.7336583,40.9984389,6.0,m31rbcV5,21.553,22.725
NB99,10.734125,41.2241944,6.0,m31rbcV5,20.771,22.43
B139,10.7350167,41.3061528,6.0,m31rbcV5,20.119,21.439
SK115B,10.7352875,40.6853639,2.0,m31rbcV5,19.879,20.943
B084D,10.7354583,41.3034167,6.0,m31rbcV5,19.494,21.305
B085D,10.7358708,40.8703417,6.0,m31rbcV5,21.735,24.003
C002,10.7363542,40.8564,2.0,m31rbcV5,20.063,20.882
SK116B,10.7367,40.5034917,2.0,m31rbcV5,19.273,20.758
B086D,10.7367125,40.8560694,6.0,m31rbcV5,20.063,20.882
BH19,10.7378583,40.8213,4.0,m31rbcV5,22.07,22.143
NB98,10.7380417,41.239,6.0,m31rbcV5,19.617,21.156
NB100,10.7382917,41.2198611,6.0,m31rbcV5,20.786,22.243
NB26,10.7387083,41.215,6.0,m31rbcV5,20.267,21.961
PHF4-2,10.740875,41.3067778,1.0,johnson12_table8,20.844,21.589
BH20,10.7417917,40.9459,6.0,m31rbcV5,20.55,22.737
SK057A,10.7418083,41.3840722,6.0,m31rbcV5,20.589,21.843
B217D,10.7418833,41.9138083,6.0,m31rbcV5,20.84,22.928
AU010,10.7421792,41.2812417,1.0,m31rbcV5,19.763,21.48
NB106,10.7432917,41.2365278,6.0,m31rbcV5,20.662,22.439
NB34,10.7435417,41.2486944,1.0,johnson12_table8,21.072,22.432
B140,10.7447958,41.147975,1.0,m31rbcV5,17.749,18.777
B087D,10.7455375,41.1524528,1.0,m31rbcV5,20.668,22.35
SK076D,10.7455417,42.1019167,6.0,m31rbcV5,23.157,24.473
C025,10.7459625,41.0726556,6.0,m31rbcV5,21.258,22.416
B142,10.7469292,41.3574222,6.0,m31rbcV5,20.226,21.762
B141,10.7470125,41.5464944,1.0,m31rbcV5,20.233,21.641
B218D,10.7473708,42.1128361,6.0,m31rbcV5,21.804,23.974
B088D,10.7474083,41.0714917,1.0,m31rbcV5,18.882,19.23
B143,10.7485458,41.322025,1.0,m31rbcV5,19.868,22.339
B144,10.7494292,41.2682083,1.0,m31rbcV5,20.609,21.935
B465,10.7497417,41.2455333,6.0,m31rbcV5,20.414,21.857
SK118B,10.74995,41.3454028,6.0,m31rbcV5,20.842,22.392
B219D,10.75045,42.2338972,6.0,m31rbcV5,23.373,24.875
SK077D,10.7521667,41.3937778,6.0,m31rbcV5,20.366,22.12
SK078D,10.7535833,41.3811944,6.0,m31rbcV5,21.804,23.397
B466,10.7535833,40.4002528,6.0,m31rbcV5,23.928,24.981
SK117C,10.7549583,40.7497333,2.0,m31rbcV5,19.968,21.293
B090D,10.7549833,41.2694972,1.0,m31rbcV5,18.798,20.123
BH21,10.7553458,40.9048583,6.0,m31rbcV5,21.987,23.877
B089D,10.7556667,41.44,1.0,m31rbcV5,19.257,19.637
B091D,10.756025,41.5047639,1.0,m31rbcV5,20.547,21.108
B145,10.7565875,41.2074694,1.0,m31rbcV5,20.838,22.144
B092D,10.7568417,41.2191972,1.0,m31rbcV5,18.826,20.008
B093D,10.7578792,40.831875,6.0,m31rbcV5,21.869,23.441
B265,10.758025,40.8838472,1.0,m31rbcV5,18.272,19.373
B146,10.7621708,41.2562528,1.0,m31rbcV5,20.946,22.372
B147,10.7637792,41.3559806,1.0,m31rbcV5,19.705,21.108
B266,10.7646958,41.6753389,1.0,m31rbcV5,18.01,19.499
C22,10.765416666666663,32.14361111111111,4.0,di_tullio_zinn_13_table2,19.702,20.574
BH23,10.7656792,41.3411056,1.0,m31rbcV5,20.159,21.646
B148,10.7661,41.3013111,1.0,m31rbcV5,19.59,21.294
BH22,10.7677917,40.8583806,4.0,m31rbcV5,19.87,21.727
B220D,10.7682875,39.8348056,6.0,m31rbcV5,24.05,24.778
SK118C,10.77185,41.2412694,1.0,johnson12_table8,20.252,22.07
B149,10.7727917,41.5741972,1.0,m31rbcV5,20.795,22.122
B094D,10.7731792,41.19695,6.0,m31rbcV5,21.67,22.785
B267,10.77355,40.767975,4.0,m31rbcV5,18.299,19.8
SK119B,10.7737875,41.2662194,6.0,m31rbcV5,20.093,22.524
B221D,10.7743375,42.3154611,6.0,m31rbcV5,23.781,25.036
SK058A,10.7748,41.8499,6.0,m31rbcV5,22.65,24.202
SK120B,10.7749208,41.3857528,6.0,m31rbcV5,20.935,22.494
SK079D,10.7751667,41.3746389,6.0,m31rbcV5,20.225,22.461
B467,10.7768792,42.0303139,1.0,m31rbcV5,18.383,19.134
SK080D,10.7788333,42.11475,6.0,m31rbcV5,22.091,24.245
B268,10.7799667,41.1966139,1.0,m31rbcV5,20.469,22.506
B269,10.78075,41.4591611,1.0,m31rbcV5,18.307,19.759
B150,10.7813167,41.33875,1.0,m31rbcV5,20.791,22.481
B222D,10.7829083,40.2936944,4.0,m31rbcV5,21.982,23.587
PHF6-1,10.78325,41.3050611,1.0,m31rbcV5,20.618,22.347
G204,10.7836292,41.2812583,6.0,m31rbcV5,19.548,21.547
SK081D,10.7869167,41.7400278,6.0,m31rbcV5,21.781,23.107
SK121B,10.7871792,41.4319389,6.0,m31rbcV5,20.833,21.454
SK119C,10.7872417,41.1254917,6.0,m31rbcV5,21.498,23.123
SK122B,10.7884208,40.6364889,6.0,m31rbcV5,23.612,24.849
SK123B,10.7886708,41.5671194,6.0,m31rbcV5,21.88,23.584
PAndAS-35,10.789,40.610619444444445,1.0,huxor14_table1,21.098,22.941
B151,10.7898208,41.3588861,1.0,m31rbcV5,21.638,21.71
B223D,10.789825,42.4164694,4.0,m31rbcV5,17.989,19.385
SK059A,10.7910917,41.3169167,1.0,m31rbcV5,19.981,21.841
B152,10.7917333,41.3043861,1.0,m31rbcV5,20.146,22.04
SK120C,10.79255,41.2890333,2.0,m31rbcV5,20.136,21.543
B356,10.7931542,41.8420083,1.0,m31rbcV5,20.473,22.191
B153,10.7942542,41.2475861,1.0,m31rbcV5,20.299,22.451
SK082D,10.79525,41.7564444,6.0,m31rbcV5,21.87,23.398
BH24,10.7991417,40.8841028,4.0,m31rbcV5,20.443,21.9
SK060A,10.7993917,40.9348333,1.0,m31rbcV5,19.84,20.97
B528,10.7996667,41.3966111,2.0,m31rbcV5,19.987,20.775
BH25,10.8,41.0468944,1.0,m31rbcV5,19.355,19.56
C026,10.801,41.0464389,6.0,m31rbcV5,22.744,24.945
B154,10.8018958,41.2680222,1.0,m31rbcV5,20.61,22.453
B468,10.8021208,39.799225,1.0,m31rbcV5,19.384,20.312
V272,10.8024875,41.4695917,6.0,m31rbcV5,21.957,23.289
B357,10.8051333,40.1823306,1.0,m31rbcV5,21.487,22.872
B155,10.8058417,41.0578389,1.0,m31rbcV5,17.585,18.748
B225D,10.806,40.020716666666665,6.0,m31rbcV5,25.049,25.869
SK061A,10.8064083,41.6410167,1.0,m31rbcV5,21.208,23.488
B156,10.8072375,41.0215722,1.0,m31rbcV5,20.355,21.948
B157,10.8083875,41.1887861,1.0,m31rbcV5,21.042,22.111
B095D,10.8085,41.1457944,1.0,m31rbcV5,20.502,22.642
B224D,10.8088625,42.2334972,6.0,m31rbcV5,24.327,25.339
B158,10.810025,41.1225778,1.0,m31rbcV5,21.457,22.774
SK062A,10.8105292,41.8963306,1.0,m31rbcV5,22.292,23.813
SK007E,10.8107167,40.3832361,4.0,m31rbcV5,19.025,20.378
B159,10.811025,41.4203806,1.0,m31rbcV5,21.893,23.839
B226D,10.8120042,41.9785917,6.0,m31rbcV5,23.712,24.706
B160,10.8122417,41.0265194,1.0,m31rbcV5,18.079,18.813
SK121C,10.8129292,41.7906111,6.0,m31rbcV5,21.128,23.086
B227D,10.8137458,40.2619389,4.0,m31rbcV5,18.801,19.86
B161,10.8142333,41.1903194,1.0,m31rbcV5,21.029,22.609
SK008E,10.8152917,42.0299722,4.0,m31rbcV5,18.089,19.459
SK122C,10.8163083,41.5091361,6.0,m31rbcV5,17.943,19.582
SK063A,10.8170208,41.465825,3.0,m31rbcV5,21.282,22.897
B096D,10.8179917,41.625125,6.0,m31rbcV5,21.78,23.873
B162,10.818375,41.4012361,1.0,m31rbcV5,17.338,18.409
B097D,10.8195708,41.1092944,1.0,m31rbcV5,18.941,19.676
B098D,10.8225,41.5250028,1.0,m31rbcV5,18.955,19.151
B270,10.8225958,40.9293361,4.0,m31rbcV5,18.598,20.157
B163,10.8235,41.462475,1.0,m31rbcV5,20.283,21.369
B358,10.8244208,39.8203278,1.0,m31rbcV5,21.155,21.974
B164,10.8256833,41.2081528,1.0,m31rbcV5,20.898,23.287
B165,10.8259,41.1818778,1.0,m31rbcV5,20.761,21.69
SK124B,10.8262292,42.0342917,6.0,m31rbcV5,21.389,23.791
SK064A,10.8266833,40.989925,1.0,m31rbcV5,23.07,24.449
SK125B,10.8288083,42.2531861,2.0,m31rbcV5,22.723,23.581
B228D,10.82915,40.4035083,4.0,m31rbcV5,21.772,23.173
B469,10.8305792,42.1717639,4.0,m31rbcV5,18.246,18.646
SK065A,10.833375,41.6615278,6.0,m31rbcV5,19.589,20.253
B166,10.8353583,41.2093417,6.0,m31rbcV5,21.117,22.507
B167,10.8380167,41.2355917,1.0,m31rbcV5,20.948,23.051
SK126B,10.83885,41.3227694,2.0,m31rbcV5,19.672,20.595
SK123C,10.8392167,40.3989528,2.0,m31rbcV5,22.152,23.621
B229D,10.840275,39.8275139,6.0,m31rbcV5,24.306,25.237
B168,10.8438583,41.7348778,1.0,m31rbcV5,21.83,23.272
SK127B,10.8441417,41.7606,6.0,m31rbcV5,21.542,23.296
SK128B,10.8455208,42.02845,2.0,m31rbcV5,19.574,21.029
B169,10.8458375,41.2570417,1.0,m31rbcV5,20.468,22.748
B271,10.8462,41.42395,1.0,m31rbcV5,19.589,20.565
B170,10.8478667,40.844875,1.0,m31rbcV5,22.837,24.528
SK124C,10.84925,41.5876806,6.0,m31rbcV5,19.611,20.559
SK066A,10.8503208,41.6450694,1.0,m31rbcV5,19.81,20.831
DAO60,10.851575,41.7652361,6.0,m31rbcV5,21.701,23.137
B230D,10.8523417,40.4143917,4.0,m31rbcV5,18.117,19.553
B272,10.8562875,41.6198306,1.0,m31rbcV5,21.425,23.077
B171,10.8566875,41.2603139,1.0,m31rbcV5,20.993,21.954
B172,10.8583583,41.3587806,1.0,m31rbcV5,20.245,21.545
SK129B,10.8592292,41.3021583,6.0,m31rbcV5,18.949,19.31
SK130B,10.85975,41.8835917,6.0,m31rbcV5,20.036,21.662
B273,10.8604792,40.8643389,4.0,m31rbcV5,18.572,20.239
SK132B,10.8608083,41.6780972,6.0,m31rbcV5,19.223,20.377
SK131B,10.8610208,42.2722083,6.0,m31rbcV5,22.06,22.96
SK133B,10.8619208,40.4168611,2.0,m31rbcV5,19.872,20.999
DAO62,10.8627,40.7907167,6.0,m31rbcV5,21.534,24.629
SK125C,10.8633958,41.1317694,6.0,m31rbcV5,20.864,22.232
SK067A,10.8644708,41.59295,4.0,m31rbcV5,19.513,20.928
B536,10.865,41.2084667,1.0,m31rbcV5,19.536,19.799
SK134B,10.8666083,40.5999806,2.0,m31rbcV5,18.96,20.159
C038,10.8671667,42.1273611,4.0,m31rbcV5,23.833,25.109
SK068A,10.8672708,41.0059806,3.0,m31rbcV5,19.675,20.776
SK083D,10.869375,41.2435889,6.0,m31rbcV5,20.732,22.017
B173,10.8699917,41.3769583,1.0,m31rbcV5,17.726,18.536
G225,10.8712667,39.1952833,4.0,m31rbcV5,21.87,22.773
SK126C,10.8752208,40.2853222,2.0,m31rbcV5,21.376,23.714
B175,10.8754417,41.2435944,6.0,m31rbcV5,21.262,22.95
B174,10.8762625,41.6489306,1.0,m31rbcV5,20.624,21.889
B176,10.8769917,40.8196944,1.0,m31rbcV5,20.431,22.163
B177,10.8771292,41.0950917,1.0,m31rbcV5,18.199,19.036
B178,10.8783,41.3545472,1.0,m31rbcV5,19.93,20.919
B179,10.8796292,41.3040667,1.0,m31rbcV5,20.523,21.509
B180,10.8822208,41.1295417,1.0,m31rbcV5,21.151,22.799
C23,10.883333333333333,33.16777777777777,4.0,di_tullio_zinn_13_table2,20.809,21.55
B181,10.8852333,41.4853139,1.0,m31rbcV5,20.601,22.148
SK135B,10.8881792,41.5683222,6.0,m31rbcV5,20.555,22.177
SK084D,10.8885208,40.8852917,6.0,m31rbcV5,21.756,24.2
B231D,10.8913125,42.2907222,6.0,m31rbcV5,24.545,25.462
SK069A,10.8929583,41.7274722,6.0,m31rbcV5,18.566,19.976
SK127C,10.8931667,41.6795,6.0,m31rbcV5,21.059,23.254
B099D,10.895025,40.9283972,4.0,m31rbcV5,18.082,19.589
V254,10.89525,41.1653333,5.0,m31rbcV5,19.022,18.761
B100D,10.8976708,40.8886611,6.0,m31rbcV5,21.112,23.923
H18,10.9001208,44.9831389,1.0,m31rbcV5,21.437,22.349
B232D,10.9014042,40.6482667,6.0,m31rbcV5,22.491,23.976
B182,10.9028,41.1367111,1.0,m31rbcV5,20.78,22.02
B183,10.9039083,41.0339806,1.0,m31rbcV5,21.047,22.13
B185,10.9053583,41.2454333,1.0,m31rbcV5,20.32,20.781
B184,10.9063125,41.6096222,1.0,m31rbcV5,21.642,23.326
B470,10.906425,42.1631694,4.0,m31rbcV5,18.228,19.402
SK136B,10.9082167,41.7612583,4.0,m31rbcV5,18.431,20.56
B186,10.9092042,41.6066583,1.0,m31rbcV5,21.005,22.954
B187,10.9109375,41.4963472,1.0,m31rbcV5,17.452,18.579
SK137B,10.91355,41.1720167,6.0,m31rbcV5,20.689,22.311
B274,10.9139917,41.5217222,1.0,m31rbcV5,18.796,19.89
SK138B,10.914,41.1690778,6.0,m31rbcV5,21.049,20.693
SK070A,10.9156,41.4878722,4.0,m31rbcV5,19.505,20.926
B101D,10.9219,40.9126833,4.0,m31rbcV5,18.217,19.813
B233D,10.922129166666666,39.612766666666666,4.0,m31rbcV5,22.457,23.719
SK139B,10.92245,41.813125,6.0,m31rbcV5,22.046,24.181
B188,10.9229042,41.40715,1.0,m31rbcV5,21.553,23.002
B471,10.9234917,42.132525,4.0,m31rbcV5,21.321,22.601
SK128C,10.9246,40.4005306,2.0,m31rbcV5,19.21,20.045
B234D,10.9250708,39.7746361,4.0,m31rbcV5,18.565,19.874
B189,10.9266458,41.5897833,1.0,m31rbcV5,17.365,18.515
SK129C,10.9284,41.77525,6.0,m31rbcV5,22.207,24.399
SK140B,10.9284417,40.9826306,2.0,m31rbcV5,19.534,20.958
B190,10.9307792,41.5682667,1.0,m31rbcV5,21.034,21.965
B191,10.9314125,40.7282917,4.0,m31rbcV5,22.854,24.2
C24,10.934583333333332,31.69,4.0,di_tullio_zinn_13_table2,21.046,21.754
SK130C,10.9350583,41.784775,6.0,m31rbcV5,21.071,21.26
B192,10.9354667,41.6241694,1.0,m31rbcV5,19.205,19.246
B102D,10.93715,41.3409806,2.0,m31rbcV5,20.724,22.885
SK141B,10.9372875,41.7666694,6.0,m31rbcV5,19.805,20.653
M001,10.9378583,41.3033361,1.0,m31rbcV5,19.389,19.518
SK142B,10.9378583,41.2077833,6.0,m31rbcV5,19.868,22.067
B194,10.9383042,41.102425,1.0,m31rbcV5,21.535,22.388
SK131C,10.9384208,41.4656417,6.0,m31rbcV5,21.121,22.673
B193,10.9395958,41.6159667,1.0,m31rbcV5,20.233,21.278
SK071A,10.9433583,41.6579361,1.0,m31rbcV5,19.57,21.064
SK072A,10.9445,41.3745111,1.0,m31rbcV5,21.203,22.779
SK132C,10.9466208,41.4624722,6.0,m31rbcV5,20.85,23.237
SK009E,10.9470833,40.5485556,4.0,m31rbcV5,18.938,20.532
B103D,10.948075,41.4521861,1.0,m31rbcV5,21.489,22.919
B472,10.9517583,41.44805,1.0,m31rbcV5,20.615,20.877
SK073A,10.9522083,41.1300583,1.0,m31rbcV5,17.631,18.754
B195,10.9523083,41.0410111,1.0,m31rbcV5,19.068,19.729
B196,10.9523875,40.7102389,1.0,m31rbcV5,21.94,23.045
SK085D,10.9525833,40.5043333,6.0,m31rbcV5,22.751,23.941
B235D,10.9532833,41.8570861,6.0,m31rbcV5,22.018,24.495
B104D,10.9546167,41.2378167,1.0,m31rbcV5,18.154,18.843
B236D,10.9556083,39.9099889,6.0,m31rbcV5,23.141,24.402
B197,10.9570667,41.502725,1.0,m31rbcV5,17.669,18.845
B199,10.9576042,40.9708056,1.0,m31rbcV5,17.711,18.485
C010,10.9585417,41.0397778,1.0,m31rbcV5,19.329,19.856
B198,10.9588583,41.5312472,1.0,m31rbcV5,17.947,18.774
SK074A,10.9594167,41.6966389,1.0,m31rbcV5,19.011,19.939
B200,10.9600708,41.4896,1.0,m31rbcV5,19.229,20.114
SK143B,10.9639083,41.7803528,6.0,m31rbcV5,21.64,22.736
SK133C,10.9656792,40.6289,2.0,m31rbcV5,19.377,20.816
Johnson12_222,10.965796,41.655052,4.0,johnson12_table6,20.121,21.976
B105D,10.9667083,41.26395,6.0,m31rbcV5,18.763,18.728
SK086D,10.9672917,40.3745833,6.0,m31rbcV5,21.595,23.882
SK144B,10.9673792,41.7108694,6.0,m31rbcV5,21.644,22.266
SK134C,10.968,41.6063333,1.0,johnson12_table8,20.342,22.19
Johnson12_221,10.968229,41.641586,4.0,johnson12_table6,19.596,20.288
SK075A,10.96825,41.6416278,4.0,johnson12_table8,19.596,20.288
SK145B,10.9699167,41.7949167,6.0,m31rbcV5,21.898,23.063
B201,10.9701792,41.1660778,1.0,m31rbcV5,21.172,22.439
SK146B,10.9702583,41.8305667,6.0,m31rbcV5,21.776,24.36
SK076A,10.9705417,41.7549444,6.0,m31rbcV5,22.941,24.239
SK147B,10.9716,40.3328972,2.0,m31rbcV5,19.394,20.108
Johnson12_226,10.972412,41.603451,4.0,johnson12_table6,19.891,21.13
C027,10.9736708,41.2374361,6.0,m31rbcV5,21.639,21.465
M003,10.9763833,41.2364083,1.0,m31rbcV5,18.482,18.868
B106D,10.9768667,41.2538111,1.0,m31rbcV5,18.793,19.069
Johnson12_211,10.977437,41.691891,4.0,johnson12_table6,21.066,22.794
B202,10.9777667,41.0089917,1.0,m31rbcV5,17.862,18.823
C028,10.9778417,41.0059833,6.0,m31rbcV5,21.1,23.24
SK148B,10.9796,41.4856139,6.0,m31rbcV5,20.9,22.621
B360,10.9822167,40.02315,4.0,m31rbcV5,18.066,19.415
B203,10.9826458,41.5431139,1.0,m31rbcV5,21.378,23.021
C039,10.983675,40.9814333,4.0,m31rbcV5,18.632,20.219
Johnson12_212,10.98405,41.693943,4.0,johnson12_table6,21.608,23.623
SK077A,10.9848583,41.3299972,6.0,m31rbcV5,21.561,22.922
B107D,10.9849208,41.7154306,6.0,m31rbcV5,21.93,23.929
B204,10.9851167,41.3674417,1.0,m31rbcV5,20.964,22.321
B275,10.9852667,40.9807222,4.0,m31rbcV5,18.203,19.778
SK149B,10.9854583,41.7475556,6.0,m31rbcV5,21.344,22.639
G253,10.986325,41.4386944,6.0,m31rbcV5,21.663,23.42
B361,10.9879167,40.2336806,1.0,m31rbcV5,20.764,21.85
B108D,10.9881208,41.7589611,1.0,m31rbcV5,18.984,19.486
C25,10.988333333333332,26.979444444444443,2.0,di_tullio_zinn_13_table2,24.636,24.513
B237D,10.9888042,41.99875,6.0,m31rbcV5,22.481,23.786
SK151B,10.99075,41.5888222,6.0,m31rbcV5,21.911,23.41
M004,10.9908083,41.2313,6.0,m31rbcV5,20.827,21.077
C029,10.9908292,41.7581972,6.0,m31rbcV5,21.881,22.389
M005,10.9916708,41.3593306,1.0,m31rbcV5,19.911,20.099
B205,10.9923833,41.4105861,1.0,m31rbcV5,20.867,21.859
SK078A,10.9940292,41.4173611,4.0,m31rbcV5,18.898,20.412
B206,10.9942417,41.5049917,1.0,m31rbcV5,20.061,22.277
B109D,10.9957167,40.7047472,6.0,m31rbcV5,21.122,22.613
B110D,10.9964292,41.6115,1.0,m31rbcV5,22.021,23.308
C011,10.99655,41.6454917,1.0,m31rbcV5,18.807,18.819
SK152B,10.9972792,40.80095,6.0,m31rbcV5,23.474,24.801
B207,10.9977375,41.1029917,1.0,m31rbcV5,17.591,18.275
B238D,11.0000875,41.8628083,6.0,m31rbcV5,22.416,24.284
SK153B,11.0002708,41.8094306,6.0,m31rbcV5,22.021,23.68
B208,11.0002792,41.3865667,1.0,m31rbcV5,17.795,18.934
SK154B,11.0003625,41.8592139,6.0,m31rbcV5,21.243,23.909
M009,11.0034375,41.2866972,1.0,m31rbcV5,17.989,18.623
G260,11.0035708,42.5801333,1.0,m31rbcV5,17.579,18.31
C26,11.004166666666665,30.700277777777774,4.0,di_tullio_zinn_13_table2,19.025,20.422
Johnson12_215,11.004483,41.698936,4.0,johnson12_table6,21.293,23.477
SK135C,11.0048792,41.0681722,2.0,m31rbcV5,18.97,21.075
Johnson12_219,11.006787,41.664787,4.0,johnson12_table6,20.853,22.913
Johnson12_218,11.007285,41.635357,4.0,johnson12_table6,19.471,21.394
SK155B,11.0081,41.2500417,6.0,m31rbcV5,19.792,19.971
B239D,11.0085375,42.3050694,6.0,m31rbcV5,23.677,24.647
Johnson12_220,11.009302,41.669548,4.0,johnson12_table6,22.117,23.398
Johnson12_217,11.010889,41.697758,4.0,johnson12_table6,20.548,22.008
B209,11.0109583,41.4240472,1.0,m31rbcV5,20.895,22.156
B276,11.0112625,41.0382639,4.0,m31rbcV5,18.192,19.245
B210,11.0115,41.2401083,1.0,m31rbcV5,18.286,18.546
M012,11.0118083,41.3611972,1.0,m31rbcV5,18.819,19.941
B211,11.0121875,41.3346111,1.0,m31rbcV5,21.572,22.834
B212,11.0128292,41.0822972,1.0,m31rbcV5,20.699,21.558
Johnson12_213,11.013005,41.694275,4.0,johnson12_table6,20.239,22.417
Johnson12_210,11.013829,41.703613,4.0,johnson12_table6,18.974,20.565
Johnson12_216,11.014493,41.702164,4.0,johnson12_table6,22.107,23.389
B213,11.0146333,41.5107361,1.0,m31rbcV5,22.249,23.49
SK156B,11.01625,41.6277917,6.0,johnson12_table8,19.631,20.394
Johnson12_214,11.016323,41.694695,4.0,johnson12_table6,21.492,23.912
B214,11.0164,41.4384778,1.0,m31rbcV5,20.579,22.869
SK136C,11.018458333333331,40.08877777777778,6.0,m31rbcV5,23.535,24.676
SK079A,11.0191083,41.5358611,6.0,m31rbcV5,20.862,22.409
Johnson12_206,11.020049,41.693123,4.0,johnson12_table6,21.986,24.016
B111D,11.0204,41.6515778,1.0,m31rbcV5,18.914,18.954
SK137C,11.0238917,41.2644361,2.0,m31rbcV5,21.315,23.784
Johnson12_209,11.02464,41.697472,4.0,johnson12_table6,21.022,22.7
B215,11.0266667,41.528775,1.0,m31rbcV5,20.578,22.237
Johnson12_207,11.026739,41.692093,4.0,johnson12_table6,21.259,23.067
SK080A,11.02855,41.8178472,6.0,m31rbcV5,20.916,21.195
B240D,11.0286625,41.6744389,2.0,johnson12_table8,21.585,21.396
SK081A,11.0291708,41.7978639,6.0,m31rbcV5,22.308,23.289
SK082A,11.0306417,41.7849722,6.0,m31rbcV5,19.851,20.444
SK157B,11.0331792,41.7840528,6.0,m31rbcV5,18.413,18.454
M016,11.0335208,41.3983917,1.0,m31rbcV5,19.803,20.008
B216,11.0365875,41.6320306,1.0,m31rbcV5,18.183,18.464
B362,11.03905,41.6942028,6.0,m31rbcV5,21.425,23.387
SK158B,11.0396375,41.5663528,6.0,m31rbcV5,20.849,22.301
SK083A,11.0416417,41.8579361,1.0,m31rbcV5,21.958,23.321
G268,11.0417167,42.782725,1.0,m31rbcV5,17.076,18.065
DAO67,11.0426667,41.9808611,5.0,m31rbcV5,20.489,20.0
Johnson12_204,11.043375,41.663078,4.0,johnson12_table6,19.812,21.818
SK087D,11.0436667,41.9719444,6.0,m31rbcV5,21.373,23.363
B217,11.0441625,41.3975111,1.0,m31rbcV5,20.621,22.196
SK159B,11.0442,41.2998306,6.0,m31rbcV5,20.271,21.05
SK160B,11.0452417,41.5342361,6.0,m31rbcV5,19.082,18.608
V285,11.0468,41.422975,4.0,m31rbcV5,17.806,19.409
M019,11.0486458,41.3984389,3.0,m31rbcV5,18.26,18.948
Johnson12_198,11.04897,41.655052,4.0,johnson12_table6,20.451,20.537
SK138C,11.04995,42.1852111,2.0,m31rbcV5,18.495,20.112
Johnson12_208,11.050026,41.696274,4.0,johnson12_table6,19.469,21.139
H126,11.0504375,41.9806139,6.0,m31rbcV5,21.329,22.743
B241D,11.050575,42.0131306,6.0,m31rbcV5,22.752,24.948
SK161B,11.0506292,41.6103972,6.0,johnson12_table8,21.386,23.731
Johnson12_205,11.050685,41.670223,4.0,johnson12_table6,21.341,23.277
G270,11.0507333,41.5568111,5.0,m31rbcV5,21.254,21.524
SK162B,11.0511917,41.5879694,6.0,johnson12_table8,21.25,22.854
SK084A,11.0514292,41.3529972,1.0,m31rbcV5,20.558,22.199
SK163B,11.0528417,41.2889528,6.0,m31rbcV5,21.48,21.737
SK088D,11.0546667,41.9186389,6.0,m31rbcV5,23.703,24.519
B242D,11.055325,39.8147139,6.0,m31rbcV5,24.175,24.981
M020,11.0581083,41.3718806,1.0,m31rbcV5,19.192,18.776
C030,11.0585875,41.3744528,6.0,m31rbcV5,21.815,22.389
B218,11.0596958,41.3220333,1.0,m31rbcV5,19.892,20.391
SK089D,11.062,40.4796111,6.0,m31rbcV5,23.52,24.726
H19,11.0621667,38.4283167,1.0,m31rbcV5,17.977,18.685
B219,11.0626875,40.9464917,1.0,m31rbcV5,20.99,22.841
Johnson12_199,11.062783,41.67025,4.0,johnson12_table6,22.105,23.68
Johnson12_225,11.063917,41.575336,4.0,johnson12_table6,21.176,23.77
SK139C,11.0650708,41.8922778,6.0,m31rbcV5,21.629,22.694
SK140C,11.0693917,40.6074194,2.0,m31rbcV5,19.649,21.177
B277,11.0704708,41.2377194,1.0,m31rbcV5,19.671,20.352
B363,11.0717708,40.5597583,1.0,m31rbcV5,18.113,18.858
SK141C,11.0723083,41.82145,6.0,m31rbcV5,20.498,21.11
G273,11.0727083,42.9510389,4.0,m31rbcV5,17.735,18.514
B243D,11.0752208,41.8691444,6.0,m31rbcV5,22.313,23.974
