ID,RADEG,DECDEG,CLASS,DATATABLE,i,g
SK027B,9.7883333,40.4746111,6.0,m31rbcV5,22.732,22.22
SK064C,9.7905083,41.5876917,2.0,m31rbcV5,22.651,24.024
SK065C,9.7943708,41.0218111,6.0,m31rbcV5,22.773,23.793
FJJ-IV,9.800833333333332,48.38005555555556,1.0,veljanoski13_table2,18.418,19.346
SDSS3,9.804583333333332,41.70222222222223,1.0,di_tullio_zinn_13_table1,19.782,20.922
DAO25,9.8054792,40.1255,4.0,m31rbcV5,19.299,20.563
FJJ-V,9.805833333333332,48.38469444444444,1.0,veljanoski13_table2,17.435,18.451
SK028B,9.8070792,41.9644444,2.0,m31rbcV5,18.869,19.619
B434,9.8132375,41.4876944,4.0,m31rbcV5,18.168,19.561
SK066C,9.813291666666666,42.38075,6.0,m31rbcV5,19.697,21.048
DAO27,9.8186292,40.6846417,5.0,m31rbcV5,19.91,19.464
FJJ-VII,9.826666666666666,48.38433333333333,1.0,veljanoski13_table2,19.523,20.52
B435,9.8267875,40.8071528,4.0,m31rbcV5,18.411,19.952
B307,9.8269875,40.5494583,1.0,m31rbcV5,18.216,19.264
B308,9.8289458,40.4925611,4.0,m31rbcV5,18.931,19.877
SH06,9.829375,40.36611111111111,5.0,huxor14_table2,20.181,20.046
SK067C,9.8326292,40.6332639,2.0,m31rbcV5,18.162,19.964
B178D,9.8378292,41.4479278,6.0,m31rbcV5,24.264,25.517
SK068C,9.8477292,40.2445528,6.0,m31rbcV5,22.648,23.588
FJJ-VIII,9.84875,48.312527777777774,1.0,veljanoski13_table2,17.911,18.806
SK029B,9.8493417,42.0270389,2.0,m31rbcV5,21.837,23.346
B309,9.852525,40.2414222,1.0,m31rbcV5,18.572,19.513
B179D,9.8559083,41.4568833,6.0,m31rbcV5,23.08,24.244
SK037D,9.8569583,41.7556944,6.0,m31rbcV5,22.495,23.408
B310,9.8573,41.3925389,1.0,m31rbcV5,21.086,22.223
B180D,9.8609083,41.9042139,3.0,m31rbcV5,23.252,24.56
SK030B,9.8628625,42.1156083,2.0,m31rbcV5,23.734,24.603
SK069C,9.8684417,42.0489806,2.0,m31rbcV5,18.971,20.725
B436,9.8777292,40.3057028,1.0,m31rbcV5,18.74,19.765
B181D,9.8785542,41.4740167,1.0,m31rbcV5,23.175,24.217
B182D,9.8812625,41.4598806,6.0,m31rbcV5,23.534,24.308
C14,9.884583333333332,40.85472222222222,4.0,di_tullio_zinn_13_table2,19.181,20.376
B437,9.8872167,39.9210667,4.0,m31rbcV5,18.701,19.931
B311,9.8905208,40.5207444,1.0,m31rbcV5,19.688,20.87
B438,9.8979458,40.0001667,4.0,m31rbcV5,18.94,20.143
SH07,9.9058708,42.1656389,2.0,m31rbcV5,17.809,19.393
SK070C,9.91195,41.5775194,6.0,m31rbcV5,22.606,23.975
SK006A,9.915375,40.5656667,6.0,m31rbcV5,19.033,20.145
B439,9.9173042,41.0374444,4.0,m31rbcV5,21.373,22.721
B312,9.9173958,40.9506806,1.0,m31rbcV5,20.505,21.611
SK031B,9.9253083,40.8725472,6.0,m31rbcV5,18.506,18.933
B183D,9.9264583,40.6754694,6.0,m31rbcV5,22.314,23.734
SK007A,9.9336292,40.8552583,1.0,m31rbcV5,22.48,22.261
B314,9.9358083,40.2355306,1.0,m31rbcV5,19.055,19.466
B313,9.9358292,40.8819583,1.0,m31rbcV5,20.235,21.03
SK032B,9.9374208,42.1180444,2.0,m31rbcV5,23.568,24.076
SK033B,9.94305,40.8860639,6.0,m31rbcV5,21.34,22.315
B315,9.9521292,40.5251111,1.0,m31rbcV5,20.566,20.595
B184D,9.9532792,42.3866778,4.0,m31rbcV5,17.951,18.98
DAO30,9.9616208,40.3040917,1.0,m31rbcV5,19.323,20.144
B001,9.9625375,40.9696194,1.0,m31rbcV5,21.062,21.862
SK034B,9.9633417,40.7592083,6.0,m31rbcV5,22.254,23.953
B316,9.97335,40.6942472,1.0,m31rbcV5,18.439,19.279
B001D,9.9754625,41.3864306,2.0,m31rbcV5,24.717,25.507
B317,9.9803833,41.7960889,1.0,m31rbcV5,21.729,23.044
B241,9.9810375,41.2519583,4.0,m31rbcV5,18.491,19.908
SK071C,9.9905875,41.0160361,2.0,m31rbcV5,18.296,19.901
SK038D,9.993,40.6561111,6.0,m31rbcV5,21.558,23.668
KHM31-22,9.9945708,40.5900611,1.0,m31rbcV5,19.661,20.473
SK035B,9.9957875,41.7613583,6.0,m31rbcV5,22.371,23.825
SK072C,9.9962875,40.4714194,6.0,m31rbcV5,21.739,23.516
PAndAS-31,9.999125,43.05546388888889,1.0,huxor14_table1,24.664,24.888
WH2,9.9999583,40.5575472,1.0,m31rbcV5,20.549,22.625
B185D,10.0002083,40.5730333,6.0,m31rbcV5,20.549,22.625
SK036B,10.00025,40.3707111,6.0,m31rbcV5,20.459,20.026
SK037B,10.0015583,40.8141972,6.0,m31rbcV5,21.394,23.823
SK008A,10.00175,40.7315889,6.0,m31rbcV5,22.663,24.048
B318,10.0036375,40.56885,1.0,m31rbcV5,21.472,23.039
B242,10.0041125,41.0160028,4.0,m31rbcV5,18.055,19.684
B243,10.0073458,41.1561611,4.0,m31rbcV5,18.811,20.377
B186D,10.009408333333331,39.386697222222224,4.0,m31rbcV5,18.223,19.311
B440,10.0095458,42.1656583,4.0,m31rbcV5,21.435,22.844
B002,10.0107292,41.1982028,1.0,m31rbcV5,17.86,18.516
B319,10.0126333,40.5660556,1.0,m31rbcV5,21.472,23.039
B002D,10.0150958,41.5510611,4.0,m31rbcV5,18.396,19.879
SK038B,10.0153917,40.7344944,6.0,m31rbcV5,22.199,24.356
SK073C,10.017916666666666,40.23630555555555,4.0,m31rbcV5,18.515,20.424
SK039B,10.0209792,41.7883333,2.0,m31rbcV5,23.998,25.068
SK074C,10.0220083,41.4433944,2.0,m31rbcV5,23.514,23.946
SK009A,10.0232292,40.9373694,6.0,m31rbcV5,20.05,21.154
B187D,10.0234917,41.5776472,4.0,m31rbcV5,18.441,19.979
SK010A,10.02505,40.5944222,6.0,m31rbcV5,20.711,23.014
SK075C,10.0287083,41.7194111,2.0,m31rbcV5,21.674,23.128
SK040B,10.0315583,41.9699139,2.0,m31rbcV5,24.981,25.793
B441,10.0329208,41.7266694,6.0,m31rbcV5,21.596,23.171
SK076C,10.0351292,40.633175,6.0,m31rbcV5,18.719,19.259
B003,10.0392042,41.1849028,1.0,m31rbcV5,17.93,18.706
C15,10.039583333333333,39.925,4.0,di_tullio_zinn_13_table2,20.484,21.389
BH02,10.0428708,40.6072778,2.0,m31rbcV5,18.453,18.767
SK041B,10.0429917,41.02335,6.0,m31rbcV5,20.025,19.789
KHM31-37,10.0457292,40.6031583,1.0,m31rbcV5,18.335,18.474
SK039D,10.0482583,41.8628194,6.0,m31rbcV5,24.899,25.649
H15,10.0550583,35.87695,1.0,m31rbcV5,20.388,21.226
C16,10.058333333333332,39.0425,4.0,di_tullio_zinn_13_table2,20.677,21.363
B188D,10.058491666666663,39.69189444444444,4.0,m31rbcV5,17.889,19.337
SK042B,10.0585208,41.6932639,2.0,m31rbcV5,21.032,22.956
SK040D,10.0624167,41.0130556,6.0,m31rbcV5,23.013,23.152
B321,10.0639375,40.4629167,1.0,m31rbcV5,18.353,18.637
SK043B,10.0640208,40.6151083,2.0,m31rbcV5,18.508,18.775
SK077C,10.0642708,41.9065806,2.0,m31rbcV5,20.712,23.06
B189D,10.06455,40.6665306,1.0,m31rbcV5,18.33,18.659
SK078C,10.0646917,40.7731167,2.0,m31rbcV5,19.082,19.862
B320,10.0654542,41.8085167,4.0,m31rbcV5,18.656,20.162
SK041D,10.06795,40.4708944,6.0,m31rbcV5,21.801,23.708
SK079C,10.0691417,41.56805,2.0,m31rbcV5,21.567,23.222
B190D,10.0702083,40.6583778,6.0,m31rbcV5,21.167,22.584
SK011A,10.0702583,40.6595167,6.0,m31rbcV5,22.247,23.555
B322,10.0718583,40.651225,1.0,m31rbcV5,18.538,18.521
SK042D,10.0735292,41.3928667,6.0,m31rbcV5,23.299,23.827
B191D,10.074554166666664,42.42332777777778,4.0,m31rbcV5,19.273,21.229
B004,10.074675,41.3778583,1.0,m31rbcV5,21.96,23.589
SK043D,10.0753333,40.8300833,6.0,m31rbcV5,22.419,24.001
B323,10.0762,40.5458028,1.0,m31rbcV5,22.056,23.062
SK044B,10.0784875,40.5209417,2.0,m31rbcV5,18.458,20.225
SK012A,10.0791958,41.01445,6.0,m31rbcV5,19.26,20.45
DAO32,10.0807708,40.5452917,6.0,m31rbcV5,23.851,22.902
B442,10.0808083,40.6247528,1.0,m31rbcV5,18.58,19.045
SK080C,10.0838708,41.9187139,2.0,m31rbcV5,23.719,24.92
B005,10.0846625,40.7328639,1.0,m31rbcV5,21.57,22.915
B324,10.0853208,41.6803833,1.0,m31rbcV5,20.293,21.256
B443,10.0866083,40.5561472,3.0,m31rbcV5,22.448,23.171
SK081C,10.0868708,41.6456111,6.0,m31rbcV5,21.2,23.225
B445,10.0908292,41.7825,6.0,m31rbcV5,23.241,24.152
B444,10.0909917,41.6963778,6.0,m31rbcV5,20.025,21.997
SK013A,10.09335,40.8354194,6.0,m31rbcV5,21.316,23.087
BH03,10.0942917,41.6789972,1.0,m31rbcV5,19.128,19.231
B325,10.0963208,40.5130972,1.0,m31rbcV5,19.411,20.185
B326,10.0988208,41.6861833,6.0,m31rbcV5,20.316,21.632
B327,10.1004458,40.6062556,1.0,m31rbcV5,20.892,20.639
SK044D,10.1011792,40.6982139,6.0,m31rbcV5,21.672,22.057
B328,10.1022042,41.6730972,1.0,m31rbcV5,18.226,19.271
B192D,10.1030083,40.6305111,4.0,m31rbcV5,20.898,23.047
B329,10.1031292,41.7899083,4.0,m31rbcV5,18.354,19.526
SK014A,10.1034708,40.8129083,6.0,m31rbcV5,19.268,20.063
SK045D,10.104,41.3764444,6.0,m31rbcV5,21.655,23.085
B003D,10.1040833,41.2064389,6.0,m31rbcV5,18.753,20.069
B193D,10.1042875,41.7150056,6.0,m31rbcV5,21.505,23.093
SK046B,10.1044417,40.6328361,6.0,m31rbcV5,21.33,22.36
B330,10.1066083,41.7149111,1.0,m31rbcV5,17.981,18.835
SK015A,10.1089625,40.7588611,1.0,m31rbcV5,19.276,20.241
B331,10.1089625,41.7011806,1.0,m31rbcV5,18.702,19.64
B004D,10.1095167,41.2285,4.0,m31rbcV5,18.39,19.746
B006,10.1103667,41.4574194,1.0,m31rbcV5,19.811,20.986
B244,10.1104,41.3098778,1.0,m31rbcV5,18.929,19.786
B332,10.1105792,41.6655972,6.0,m31rbcV5,21.96,23.034
B194D,10.1108167,39.9806639,4.0,m31rbcV5,17.938,19.273
B447,10.1111375,40.1184778,4.0,m31rbcV5,18.498,19.683
SK082C,10.1126083,41.5552167,2.0,m31rbcV5,23.397,24.998
B446,10.1135292,41.6153167,4.0,m31rbcV5,18.277,19.812
BH04,10.1136083,41.7068667,1.0,m31rbcV5,20.165,20.807
B007,10.1136583,41.4860611,4.0,m31rbcV5,18.505,19.674
SK083C,10.1149208,41.3873722,4.0,m31rbcV5,19.937,21.166
SK084C,10.1185417,41.6519167,6.0,m31rbcV5,22.258,23.77
SK047B,10.1207917,41.7048944,2.0,m31rbcV5,20.255,22.894
VDB0,10.1225292,40.6041444,1.0,m31rbcV5,18.674,18.515
B333,10.1234417,41.6738167,1.0,m31rbcV5,19.276,20.232
B008,10.1262042,41.2690917,1.0,m31rbcV5,21.043,22.573
BH05,10.127125,40.7581167,1.0,m31rbcV5,18.993,18.622
BH06,10.1276167,40.7484389,1.0,m31rbcV5,18.019,17.96
B009,10.1279292,41.6154472,1.0,m31rbcV5,20.593,22.393
BH07,10.1286208,41.4406639,4.0,m31rbcV5,20.858,22.321
SK048B,10.12895,40.6564917,6.0,m31rbcV5,19.851,20.373
C012,10.1300417,40.7478611,6.0,m31rbcV5,19.828,19.383
B010,10.131525,41.2395944,1.0,m31rbcV5,20.491,22.489
SK016A,10.1322917,40.7688722,1.0,m31rbcV5,19.548,21.026
B011,10.1328292,41.6546972,1.0,m31rbcV5,20.355,21.382
C17,10.132916666666665,38.18666666666666,4.0,di_tullio_zinn_13_table2,20.183,21.067
SK049B,10.13495,42.0145806,6.0,m31rbcV5,21.781,23.102
B012,10.135275,41.3622861,1.0,m31rbcV5,20.715,21.648
SK046D,10.1367625,40.7363917,6.0,m31rbcV5,21.031,21.664
B005D,10.1369292,41.5784111,6.0,m31rbcV5,22.267,22.936
SK085C,10.1386,40.8649139,6.0,m31rbcV5,21.607,22.912
LAMOST-C07,10.13945,42.48282,6.0,,23.801,24.007
LAMOST-C07,10.13945,42.48282,6.0,,23.801,24.007
BH08,10.1434458,41.6511917,6.0,m31rbcV5,20.702,22.62
B196D,10.1449792,40.4436917,1.0,m31rbcV5,22.805,23.006
SK050B,10.1468,41.7924194,2.0,m31rbcV5,19.42,20.847
SK047D,10.1471667,40.8214444,6.0,m31rbcV5,21.789,23.869
SK051B,10.1497917,40.6518972,6.0,m31rbcV5,19.261,19.829
B245,10.1504167,41.1259,4.0,m31rbcV5,17.722,19.33
B448,10.1521083,40.6708806,1.0,m31rbcV5,18.717,19.647
BH09,10.1548083,40.5559611,1.0,m31rbcV5,23.048,23.553
B006D,10.1557625,40.8126444,1.0,m31rbcV5,19.302,19.634
B007D,10.1564875,40.8032444,6.0,m31rbcV5,21.717,23.497
H16,10.1575583,39.7583111,1.0,m31rbcV5,19.568,20.287
SK052B,10.1579917,40.6343917,6.0,m31rbcV5,22.567,23.76
B013,10.16015,41.4232556,1.0,m31rbcV5,18.53,19.566
B014,10.1608458,41.2127333,4.0,m31rbcV5,18.038,19.639
SK048D,10.1640417,40.8513889,6.0,m31rbcV5,21.631,23.495
B197D,10.1711292,39.9753222,4.0,m31rbcV5,17.847,19.256
PAndAS-32,10.171666666666663,40.01526388888889,1.0,huxor14_table1,20.257,21.57
B335,10.1737208,40.6411556,1.0,m31rbcV5,18.455,19.987
B449,10.1760792,40.6011972,1.0,m31rbcV5,19.091,20.014
SK053B,10.17885,41.3944389,6.0,m31rbcV5,22.334,24.442
SK049D,10.1801583,40.7737806,6.0,m31rbcV5,20.593,22.025
SK086C,10.1810625,41.5929972,2.0,m31rbcV5,23.396,24.285
BH10,10.1869167,40.8855389,1.0,m31rbcV5,19.408,20.103
B008D,10.1876083,40.9821333,6.0,m31rbcV5,20.719,20.516
B015,10.1876208,40.9989167,1.0,m31rbcV5,17.788,19.504
B016,10.1881917,41.3694194,1.0,m31rbcV5,22.022,23.537
B450,10.1931625,41.6838694,1.0,m31rbcV5,19.902,20.868
PHF7-1,10.1934208,40.8613611,1.0,m31rbcV5,19.004,19.457
C046,10.195,41.6741667,2.0,m31rbcV5,20.858,23.339
B451,10.1950125,40.859475,6.0,m31rbcV5,18.176,18.988
DAO38,10.1958083,40.6827806,1.0,m31rbcV5,19.298,20.132
SK050D,10.1972917,41.37325,6.0,m31rbcV5,23.085,25.044
B336,10.1983708,42.1450306,1.0,m31rbcV5,18.419,19.171
V202,10.1990625,40.9263167,1.0,m31rbcV5,19.947,20.196
C004,10.1991,40.9850056,5.0,m31rbcV5,19.496,18.872
SK088C,10.2003,40.67775,2.0,m31rbcV5,19.674,21.001
SK017A,10.2009708,41.00895,6.0,m31rbcV5,19.727,20.761
B452,10.2013958,40.5850083,1.0,m31rbcV5,18.271,18.556
PHF7-2,10.20155,40.8661806,1.0,m31rbcV5,18.246,18.734
V203,10.2019458,40.9865472,6.0,m31rbcV5,22.046,23.665
B337,10.2019875,42.2030722,1.0,m31rbcV5,20.281,20.534
B017,10.2029833,41.2020028,1.0,m31rbcV5,20.409,21.859
B018,10.2058625,40.6921611,1.0,m31rbcV5,18.105,19.056
B009D,10.2082625,41.0277722,2.0,m31rbcV5,18.839,19.601
BH11,10.2118292,40.6773,1.0,m31rbcV5,19.845,21.093
SK089C,10.2127083,40.2795111,6.0,m31rbcV5,23.024,23.759
B010D,10.2128,41.2513611,1.0,m31rbcV5,19.16,19.856
SK054B,10.2140708,41.7130889,2.0,m31rbcV5,22.54,23.727
B198D,10.2144083,40.5577389,2.0,m31rbcV5,19.488,20.453
B011D,10.21515,40.7350306,1.0,m31rbcV5,17.314,18.404
DAO40,10.216575,40.600925,5.0,m31rbcV5,19.355,20.291
B012D,10.2177583,40.9781194,1.0,m31rbcV5,18.939,19.724
B246,10.2178208,40.8989972,1.0,m31rbcV5,19.393,20.387
B019,10.2188708,41.3148361,1.0,m31rbcV5,21.178,22.337
SK055B,10.2192417,41.5410611,6.0,m31rbcV5,22.842,24.366
KHM31-74,10.22055,40.5888028,1.0,m31rbcV5,19.4,20.559
SK090C,10.22108333333333,40.012027777777774,4.0,m31rbcV5,19.195,20.738
SK018A,10.2235083,41.2707639,1.0,m31rbcV5,19.05,20.265
KHM31-77,10.2236792,40.6140472,1.0,m31rbcV5,19.681,20.714
SK056B,10.2283917,41.9796306,6.0,m31rbcV5,22.109,22.993
SK004E,10.2299167,41.9579722,4.0,m31rbcV5,17.999,19.266
B020,10.2302542,41.69035,1.0,m31rbcV5,20.48,21.863
KHM31-81,10.2322583,40.58955,1.0,m31rbcV5,20.154,20.191
SK057B,10.2322875,41.4681917,6.0,m31rbcV5,20.841,22.988
SK058B,10.2354208,41.5317611,6.0,m31rbcV5,21.497,23.218
KHM31-85,10.2359708,40.5736083,1.0,m31rbcV5,20.713,21.574
SK059B,10.2383583,40.7419194,2.0,m31rbcV5,21.694,23.953
B013D,10.2384333,41.4566639,4.0,m31rbcV5,19.165,20.576
SK091C,10.2387792,40.3653333,6.0,m31rbcV5,18.665,20.069
PAndAS-33,10.238958333333333,38.636177777777775,1.0,huxor14_table1,23.691,24.461
SK060B,10.2395583,41.0102083,6.0,m31rbcV5,19.359,19.856
SK061B,10.2416083,41.0607139,6.0,m31rbcV5,21.106,22.439
V212,10.2417083,41.0576944,6.0,m31rbcV5,21.272,21.652
SK062B,10.2436208,41.1310472,2.0,m31rbcV5,21.746,22.908
C008,10.2439125,41.0590167,5.0,m31rbcV5,19.559,19.944
KHM31-97,10.24505,40.5733694,1.0,m31rbcV5,19.236,19.629
B338,10.2452917,40.5966083,1.0,m31rbcV5,19.966,21.052
B021,10.2458375,41.0941889,1.0,m31rbcV5,17.527,19.098
B022,10.2461958,41.4116944,1.0,m31rbcV5,21.229,22.61
SK005E,10.2507208,41.9278222,4.0,m31rbcV5,22.1,23.331
B339,10.2529542,39.931725,1.0,m31rbcV5,23.773,24.871
B014D,10.2543708,41.1091083,1.0,m31rbcV5,18.711,19.544
B023,10.2549458,41.2293861,1.0,m31rbcV5,20.137,21.909
SK063B,10.2550583,41.7414944,2.0,m31rbcV5,22.076,23.048
SK064B,10.2581083,41.1393667,6.0,m31rbcV5,21.446,23.41
V211,10.25825,41.0486306,6.0,m31rbcV5,19.043,18.761
B247,10.2592583,41.0087611,1.0,m31rbcV5,19.138,20.135
SK092C,10.2606208,40.80425,2.0,m31rbcV5,18.718,20.438
SK051D,10.2608625,40.6432556,6.0,m31rbcV5,21.138,23.017
KHM31-113,10.26115,40.5787861,1.0,m31rbcV5,19.701,19.664
B015D,10.2613708,41.1100667,1.0,m31rbcV5,18.732,19.71
SK052D,10.2614167,40.6128333,6.0,m31rbcV5,21.149,21.374
BH12,10.2620792,40.5828694,1.0,m31rbcV5,18.721,18.867
B453,10.2637917,41.0153917,3.0,m31rbcV5,19.397,19.342
SK053D,10.2639583,42.1179722,6.0,m31rbcV5,24.282,24.585
SK093C,10.2644083,40.7685139,6.0,m31rbcV5,21.148,23.11
B199D,10.2646708,40.4981389,4.0,m31rbcV5,18.436,19.986
B454,10.2666458,40.0251667,4.0,m31rbcV5,17.854,19.181
SK019A,10.2706792,41.4772,1.0,m31rbcV5,18.58,20.18
SK065B,10.2711208,41.1850306,6.0,m31rbcV5,22.847,24.07
SK066B,10.2733417,42.2154111,2.0,m31rbcV5,18.655,19.813
SK067B,10.2733792,41.1284917,1.0,m31rbcV5,18.235,19.445
B455,10.2743792,39.6993778,4.0,m31rbcV5,17.805,18.878
SK068B,10.2766792,41.16035,2.0,m31rbcV5,22.487,23.353
B200D,10.2785583,40.5746611,1.0,m31rbcV5,19.144,19.442
SK054D,10.2797083,41.3622222,6.0,m31rbcV5,21.453,23.431
B016D,10.2803083,40.8369778,2.0,m31rbcV5,20.301,22.426
SK069B,10.2812708,42.0467028,6.0,m31rbcV5,23.085,24.079
SK094C,10.2819417,41.5614917,6.0,m31rbcV5,19.698,20.376
SK095C,10.2826292,41.8591167,2.0,m31rbcV5,19.507,20.546
B248,10.2833083,40.883625,1.0,m31rbcV5,18.164,19.219
B201D,10.2845083,40.5477833,1.0,m31rbcV5,19.203,20.136
C013,10.28595,40.5482528,6.0,m31rbcV5,22.118,23.093
B340,10.2866417,39.6267889,4.0,m31rbcV5,17.162,18.398
SK070B,10.2872,41.1654611,2.0,m31rbcV5,17.487,18.901
B341,10.28815,40.598025,1.0,m31rbcV5,21.023,22.347
SK055D,10.2894583,41.3825833,6.0,m31rbcV5,21.644,23.243
SK056D,10.2908333,42.0829167,6.0,m31rbcV5,22.529,23.288
SK057D,10.2913333,41.7531111,6.0,m31rbcV5,21.269,22.727
B017D,10.2917083,40.969625,1.0,m31rbcV5,18.883,19.7
SK058D,10.2937083,41.3219167,6.0,m31rbcV5,22.149,24.024
SK071B,10.2955208,40.3851,2.0,m31rbcV5,19.615,20.998
SK059D,10.2966667,42.0948611,6.0,m31rbcV5,22.713,25.821
B024,10.2994208,41.7636583,1.0,m31rbcV5,22.359,23.245
C014,10.2994917,41.1652611,6.0,m31rbcV5,21.41,24.339
SK060D,10.3,41.757,6.0,m31rbcV5,21.924,23.791
SK072B,10.3006417,41.6029083,2.0,m31rbcV5,22.382,23.67
V031,10.301,41.0913306,1.0,m31rbcV5,19.221,19.822
SK073B,10.3014292,42.2407722,6.0,m31rbcV5,24.308,25.654
G083,10.3017708,41.1636889,1.0,m31rbcV5,18.682,19.592
B025,10.3023375,41.0078278,1.0,m31rbcV5,22.462,24.005
B249,10.3024292,41.0202139,1.0,m31rbcV5,19.012,20.319
SK074B,10.3028792,41.6605111,2.0,m31rbcV5,23.316,24.767
G085,10.3033458,40.5716278,1.0,m31rbcV5,18.527,18.595
SK020A,10.3056417,41.1617,1.0,m31rbcV5,19.589,20.572
V014,10.30755,40.5660694,1.0,m31rbcV5,19.373,19.19
SK061D,10.3077917,42.1218611,6.0,m31rbcV5,23.164,23.96
B202D,10.3086625,40.1044583,4.0,m31rbcV5,18.529,19.902
B018D,10.310275,41.7544139,6.0,m31rbcV5,22.31,23.946
B027,10.310525,40.9308139,1.0,m31rbcV5,21.733,22.49
B026,10.3106458,41.4111639,1.0,m31rbcV5,17.683,18.815
SK075B,10.3112625,41.1457528,6.0,m31rbcV5,21.84,21.428
V226,10.3114417,41.1564167,5.0,m31rbcV5,19.044,19.633
SK062D,10.3115,41.3578056,6.0,m31rbcV5,22.703,22.775
SK021A,10.3122,40.8274306,6.0,m31rbcV5,21.456,23.008
B250,10.3132583,41.5660111,4.0,m31rbcV5,18.955,20.501
SK022A,10.31635,40.4748333,6.0,m31rbcV5,19.891,20.394
B019D,10.3172083,41.0855111,1.0,m31rbcV5,18.779,19.903
B028,10.3186792,40.98425,1.0,m31rbcV5,21.633,22.606
B020D,10.321825,41.1358861,1.0,m31rbcV5,17.425,18.669
SK076B,10.3237292,40.8736889,6.0,m31rbcV5,21.144,23.043
B029,10.3243417,41.0063444,1.0,m31rbcV5,21.222,22.948
SK023A,10.3244417,40.7264528,6.0,m31rbcV5,19.821,21.143
SDSS4,10.325,42.77111111111111,1.0,di_tullio_zinn_13_table1,19.77,21.087
PAndAS-34,10.325166666666664,42.771252777777775,1.0,huxor14_table1,19.493,21.041
B030,10.328025,40.9543417,1.0,m31rbcV5,21.448,22.988
SK077B,10.3299292,40.7511,6.0,m31rbcV5,18.298,19.371
SK024A,10.3319625,40.6582056,6.0,m31rbcV5,21.7,22.946
B031,10.3371667,40.9845083,1.0,m31rbcV5,17.387,18.743
SK063D,10.3372917,41.2333056,6.0,m31rbcV5,21.08,22.747
B456,10.3392333,40.2522778,4.0,m31rbcV5,18.123,18.885
B032,10.3396417,41.2917444,1.0,m31rbcV5,21.909,23.252
SK064D,10.3408333,41.8406944,6.0,m31rbcV5,23.124,24.163
SK096C,10.3417792,42.1406583,6.0,m31rbcV5,23.298,24.711
SK025A,10.3425292,40.8328472,6.0,m31rbcV5,20.631,20.679
DAO46,10.3457417,40.47605,4.0,m31rbcV5,19.7,20.377
B342,10.3504583,40.6130944,1.0,m31rbcV5,20.215,19.831
SK097C,10.35195,42.3373806,2.0,m31rbcV5,18.137,19.455
SK026A,10.3526292,40.6010361,1.0,m31rbcV5,19.231,19.925
SK027A,10.3536,40.7555694,6.0,m31rbcV5,19.669,20.339
SK078B,10.35585,40.5148389,2.0,m31rbcV5,19.646,21.238
B021D,10.3573958,41.1719833,6.0,m31rbcV5,22.487,23.129
B203D,10.3583292,40.5885361,6.0,m31rbcV5,21.722,22.349
B033,10.3600125,41.0039333,1.0,m31rbcV5,17.673,18.725
SK079B,10.3622,40.7852639,6.0,m31rbcV5,19.775,20.849
SK080B,10.362475,40.6936583,2.0,m31rbcV5,19.006,19.444
B034,10.3671375,40.8971167,1.0,m31rbcV5,20.062,22.046
B457,10.3717917,42.310325,1.0,m31rbcV5,18.804,19.555
DAO47,10.3728417,40.7547028,1.0,m31rbcV5,19.79,20.222
B022D,10.3750417,41.2887028,3.0,m31rbcV5,21.975,23.719
V034,10.3757208,41.0838611,5.0,m31rbcV5,21.842,22.422
SK098C,10.3789208,40.6522639,6.0,m31rbcV5,20.166,20.762
C009,10.3797708,40.7702667,1.0,m31rbcV5,19.529,19.694
SK028A,10.3818917,40.9914194,6.0,m31rbcV5,19.898,21.047
SK065D,10.3846667,42.0764444,6.0,m31rbcV5,23.165,23.938
B035,10.385775,41.6424167,1.0,m31rbcV5,21.721,23.118
B036,10.3868,41.434775,1.0,m31rbcV5,19.91,21.78
SK029A,10.3888792,40.6608611,6.0,m31rbcV5,19.557,20.246
B204D,10.3896792,42.3434167,4.0,m31rbcV5,22.024,23.199
B023D,10.3901125,41.3589944,4.0,m31rbcV5,18.037,19.806
B024D,10.3915708,41.0235278,2.0,m31rbcV5,20.819,22.387
SK030A,10.3917083,40.7063639,6.0,m31rbcV5,19.74,20.744
B025D,10.3928417,41.0183139,4.0,m31rbcV5,18.27,19.981
B026D,10.3931667,41.0138139,4.0,m31rbcV5,18.336,19.938
B037,10.3958208,41.2486611,1.0,m31rbcV5,21.625,24.513
SK031A,10.3966208,40.8949139,6.0,m31rbcV5,21.066,22.72
B038,10.3998208,41.3208083,1.0,m31rbcV5,21.34,23.311
B251,10.4025083,41.0050778,4.0,m31rbcV5,18.35,20.01
C037,10.4033292,40.7901,4.0,m31rbcV5,19.071,19.454
G099,10.4036667,40.79025,1.0,m31rbcV5,19.071,19.454
B027D,10.4043,41.7576333,6.0,m31rbcV5,23.119,24.221
SK081B,10.4057833,40.9886722,6.0,m31rbcV5,21.023,22.003
B028D,10.4072917,40.8677222,6.0,m31rbcV5,22.569,23.328
B039,10.4078375,41.3472611,1.0,m31rbcV5,20.823,22.629
B205D,10.4086583,40.5695278,4.0,m31rbcV5,18.95,19.303
C015,10.4096667,40.8700833,6.0,m31rbcV5,21.524,21.459
SK032A,10.4102,40.9740528,6.0,m31rbcV5,19.516,20.41
B029D,10.4103292,41.7203833,6.0,m31rbcV5,23.478,24.858
SK082B,10.4105417,40.8759917,6.0,m31rbcV5,21.337,21.802
SK083B,10.4111083,40.7329972,6.0,m31rbcV5,19.314,19.041
B040,10.4119792,40.6817639,1.0,m31rbcV5,18.095,18.23
