Obs.Y,Obs.M,Obs.D,Obs.h,Obs.m,Obs.s,MJD,RAh,RAm,RAs,DEd,DEm,DEs,ExpID,FieldID,Other,PID,Filter,Exp,i,g
2003,8,22,11,29,38.27,52873.4789152,1,33,51.0,30,39,36.8,714745,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,22,11,53,39.54,52873.4955965,1,33,51.0,30,39,36.8,714747,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,8,24,12,51,34.76,52875.5358189,1,33,50.99,30,39,37.0,715147,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,24,13,15,17.02,52875.5522804,1,33,50.99,30,39,36.9,715149,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,8,24,13,28,28.93,52875.5614459,1,33,51.0,30,39,37.0,715150,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,24,13,55,5.14,52875.5799206,1,33,51.0,30,39,36.9,715152,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,8,29,10,5,23.22,52880.4204076,1,33,51.0,30,39,36.9,715706,m026,M33C,03BF15,g.MP9401,171,20.442,20.89
2003,8,30,10,38,17.82,52881.4432618,1,33,51.0,30,39,37.0,715797,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,30,11,2,4.54,52881.4597748,1,33,51.0,30,39,37.0,715799,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,8,31,9,52,31.48,52882.4114754,1,33,51.0,30,39,37.1,715935,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,31,10,16,16.05,52882.4279635,1,33,51.0,30,39,37.0,715937,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,8,31,10,29,18.25,52882.4370168,1,33,50.99,30,39,37.1,715938,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,8,31,10,53,5.62,52882.4535373,1,33,51.0,30,39,36.8,715940,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,9,3,13,50,37.71,52885.5768254,1,33,51.0,30,39,37.1,716134,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,9,3,14,14,25.08,52885.5933459,1,33,51.0,30,39,36.9,716136,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,9,23,8,6,13.32,52905.3376542,0,35,17.27,39,22,9.4,718878,m212,M31-3,03BC20,g.MP9401,1160,,
2003,9,23,8,26,23.7,52905.3516632,0,35,17.7,39,21,54.4,718879,m212,M31-3,03BC20,g.MP9401,1160,,
2003,9,23,8,46,34.08,52905.3656722,0,35,18.56,39,22,4.4,718880,m212,M31-3,03BC20,g.MP9401,1160,,
2003,9,23,9,49,9.72,52905.4091403,0,35,17.7,39,21,54.3,718884,m212,M31-3,03BC20,i.MP9701,1160,,
2003,9,23,10,9,20.0,52905.4231481,0,35,18.56,39,22,4.4,718885,m212,M31-3,03BC20,i.MP9701,1160,,
2003,9,24,8,24,29.27,52906.3503388,0,48,3.62,40,34,9.5,719008,m235,M31-1,03BC20,g.MP9401,1160,,
2003,9,24,8,46,32.44,52906.3656533,0,48,4.06,40,33,54.2,719009,m235,M31-1,03BC20,g.MP9401,1160,,
2003,9,24,9,8,41.62,52906.3810373,0,48,4.93,40,34,4.3,719010,m235,M31-1,03BC20,g.MP9401,1160,,
2003,9,24,9,30,0.6,52906.3958402,0,48,3.62,40,34,9.4,719011,m235,M31-1,03BC20,i.MP9701,1160,,
2003,9,24,9,51,48.72,52906.4109806,0,48,4.06,40,33,54.3,719012,m235,M31-1,03BC20,i.MP9701,1160,,
2003,9,24,10,13,24.6,52906.4259791,0,48,4.93,40,34,4.3,719013,m235,M31-1,03BC20,i.MP9701,1160,,
2003,9,24,10,34,48.53,52906.4408394,0,45,23.97,39,37,9.4,719014,m214,M31-2,03BC20,g.MP9401,1160,,
2003,9,24,10,54,59.21,52906.4548519,0,45,24.4,39,36,54.4,719015,m214,M31-2,03BC20,g.MP9401,1160,,
2003,9,24,11,15,10.44,52906.4688708,0,45,25.27,39,37,4.4,719016,m214,M31-2,03BC20,g.MP9401,1160,,
2003,9,28,12,22,23.21,52910.5155464,0,45,23.97,39,37,9.4,719867,m214,M31-2,03BC20,i.MP9701,1160,,
2003,9,28,13,2,53.52,52910.543675,0,45,24.4,39,36,54.5,719868,m214,M31-2,03BC20,i.MP9701,1160,,
2003,9,28,13,23,5.75,52910.5577054,0,45,25.27,39,37,4.4,719869,m214,M31-2,03BC20,i.MP9701,1160,,
2003,10,19,6,28,5.8,52931.2695116,1,33,51.0,30,39,36.9,723478,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,10,19,6,51,53.12,52931.2860315,1,33,51.0,30,39,37.1,723480,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,10,19,7,5,53.42,52931.2957572,1,33,51.0,30,39,37.0,723481,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,10,19,7,29,39.84,52931.3122667,1,33,51.0,30,39,37.0,723483,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,10,19,7,42,52.55,52931.3214415,1,33,51.0,30,39,37.0,723484,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,10,19,9,41,26.24,52931.4037759,1,33,51.0,30,39,37.0,723487,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2003,10,19,9,54,46.99,52931.4130439,1,33,51.0,30,39,37.0,723488,m026,M33C,03BF15,g.MP9401,530,20.442,20.89
2003,10,19,10,18,34.26,52931.4295632,1,33,51.0,30,39,36.9,723490,m026,M33C,03BF15,i.MP9701,660,20.442,20.89
2004,8,15,11,12,58.51,53232.4673439,1,33,50.8,30,39,37.0,757859,m026,M33,04BH98,i.MP9701,500,20.161,20.906
2004,8,15,11,22,12.88,53232.4737602,1,33,49.09,30,39,7.0,757860,m026,M33,04BH98,i.MP9701,500,20.249,20.65
2004,8,15,11,31,28.8,53232.4801945,1,33,51.42,30,38,6.9,757861,m026,M33,04BH98,i.MP9701,500,21.427,20.858
2004,8,15,11,40,43.12,53232.4866102,1,33,52.5,30,40,7.0,757862,m026,M33,04BH98,i.MP9701,500,20.889,21.522
2004,8,15,11,49,57.79,53232.49303,1,33,50.18,30,41,7.0,757863,m026,M33,04BH98,i.MP9701,500,19.672,20.275
2004,8,15,11,59,12.76,53232.4994532,1,33,49.64,30,40,37.0,757864,m026,M33,04BH98,i.MP9701,500,21.211,21.734
2004,8,15,12,8,27.27,53232.5058712,1,33,51.96,30,38,37.0,757865,m026,M33,04BH98,i.MP9701,500,21.058,22.016
2004,8,15,12,24,50.82,53232.5172548,1,33,50.8,30,39,37.0,757867,m026,M33,04BH20,g.MP9401,500,20.161,20.906
2004,8,15,12,34,5.99,53232.5236804,1,33,49.09,30,39,7.0,757868,m026,M33,04BH20,g.MP9401,500,20.249,20.65
2004,8,23,11,21,37.85,53240.4733547,1,33,51.0,30,39,37.1,759110,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,8,23,11,43,43.32,53240.4886958,1,33,51.0,30,39,37.0,759112,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,9,8,9,36,11.56,53256.4001338,0,35,27.03,37,15,42.1,760912,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,9,42,0.19,53256.4041688,0,35,26.19,37,15,39.1,760913,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,9,57,22.43,53256.4148429,0,35,26.19,37,15,39.1,760914,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,10,3,1.46,53256.4187669,0,35,27.28,37,15,32.1,760915,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,10,8,41.79,53256.4227059,0,35,27.87,37,15,45.1,760916,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,10,14,21.63,53256.4266392,0,35,26.78,37,15,52.1,760917,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,10,20,1.91,53256.4305776,0,35,27.87,37,15,45.1,760918,m167,M03,04BF20,g.MP9401,289,,
2004,9,8,10,25,41.69,53256.4345103,0,35,26.78,37,15,52.1,760919,m167,M03,04BF20,g.MP9401,289,,
2004,9,11,9,19,35.62,53259.3886068,0,40,24.37,37,16,27.2,761293,m169,M04,04BF20,g.MP9401,289,,
2004,9,11,9,26,38.95,53259.3935064,0,40,23.53,37,16,24.2,761294,m169,M04,04BF20,g.MP9401,289,,
2004,9,11,9,32,57.18,53259.397884,0,40,24.62,37,16,17.2,761295,m169,M04,04BF20,g.MP9401,289,,
2004,9,11,9,38,46.01,53259.4019214,0,40,25.2,37,16,30.2,761296,m169,M04,04BF20,g.MP9401,289,,
2004,9,11,9,46,24.13,53259.4072238,0,40,24.11,37,16,37.2,761297,m169,M04,04BF20,g.MP9401,289,,
2004,9,11,9,53,17.46,53259.4120076,0,40,24.37,37,16,27.2,761298,m169,M04,04BF20,i.MP9701,289,,
2004,9,11,9,59,6.99,53259.4160531,0,40,23.53,37,16,24.2,761299,m169,M04,04BF20,i.MP9701,289,,
2004,9,11,10,5,8.32,53259.4202352,0,40,24.62,37,16,17.2,761300,m169,M04,04BF20,i.MP9701,289,,
2004,9,11,10,10,56.35,53259.4242633,0,40,25.21,37,16,30.2,761301,m169,M04,04BF20,i.MP9701,289,,
2004,9,11,10,16,41.78,53259.4282614,0,40,24.12,37,16,37.2,761302,m169,M04,04BF20,i.MP9701,289,,
2004,9,12,8,13,36.98,53260.3427892,1,33,50.99,30,39,37.0,761403,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,9,12,8,35,32.26,53260.3580122,1,33,51.0,30,39,37.1,761405,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,9,13,10,23,24.48,53261.4329223,1,33,51.0,30,39,37.1,761560,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,9,13,10,45,22.26,53261.4481743,1,33,51.0,30,39,37.2,761562,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,9,14,10,28,59.52,53262.4368,0,45,21.83,37,16,25.8,761673,m168,M05,04BF20,g.MP9401,289,,
2004,9,14,10,34,39.1,53262.4407303,0,45,20.99,37,16,22.8,761674,m168,M05,04BF20,g.MP9401,289,,
2004,9,14,10,40,20.13,53262.4446774,0,45,22.08,37,16,15.8,761675,m168,M05,04BF20,g.MP9401,289,,
2004,9,14,10,46,3.12,53262.4486472,0,45,22.67,37,16,28.8,761676,m168,M05,04BF20,g.MP9401,289,,
2004,9,14,10,51,45.9,53262.4526146,0,45,21.58,37,16,35.7,761677,m168,M05,04BF20,g.MP9401,289,,
2004,9,14,10,58,38.59,53262.4573911,0,45,21.83,37,16,25.8,761678,m168,M05,04BF20,i.MP9701,289,,
2004,9,14,11,4,19.02,53262.4613312,0,45,20.99,37,16,22.8,761679,m168,M05,04BF20,i.MP9701,289,,
2004,9,14,11,9,59.65,53262.4652737,0,45,22.08,37,16,15.8,761680,m168,M05,04BF20,i.MP9701,289,,
2004,9,14,11,15,41.98,53262.4692359,0,45,22.67,37,16,28.8,761681,m168,M05,04BF20,i.MP9701,289,,
2004,9,14,11,21,25.51,53262.4732119,0,45,21.57,37,16,35.9,761682,m168,M05,04BF20,i.MP9701,289,,
2004,9,14,11,28,29.64,53262.4781208,0,50,19.15,37,15,37.9,761683,m166,M06,04BF20,g.MP9401,289,,
2004,9,14,11,41,54.14,53262.4874322,0,50,19.15,37,15,37.9,761685,m166,M06,04BF20,g.MP9401,289,,
2004,9,14,11,47,34.82,53262.4913752,0,50,18.31,37,15,34.9,761686,m166,M06,04BF20,g.MP9401,289,,
2004,9,14,11,53,16.4,53262.4953287,0,50,19.4,37,15,27.9,761687,m166,M06,04BF20,g.MP9401,289,,
2004,9,14,11,58,56.68,53262.4992672,0,50,19.99,37,15,40.9,761688,m166,M06,04BF20,g.MP9401,289,,
2004,9,14,12,4,37.46,53262.5032114,0,50,18.89,37,15,47.9,761689,m166,M06,04BF20,g.MP9401,289,,
2004,9,18,10,24,24.52,53266.4336171,1,33,50.8,30,39,37.0,762239,m026,M33,04BH98,i.MP9701,500,20.161,20.906
2004,9,18,10,33,37.74,53266.4400201,1,33,49.09,30,39,7.0,762240,m026,M33,04BH98,i.MP9701,500,20.249,20.65
2004,9,18,10,52,16.63,53266.4529702,1,33,51.42,30,38,6.9,762242,m026,M33,04BH98,i.MP9701,500,21.427,20.858
2004,9,18,11,1,29.49,53266.4593692,1,33,52.5,30,40,7.0,762243,m026,M33,04BH98,i.MP9701,500,20.889,21.522
2004,9,18,11,10,44.01,53266.4657872,1,33,50.18,30,41,7.0,762244,m026,M33,04BH98,i.MP9701,500,19.672,20.275
2004,9,18,11,19,57.73,53266.472196,1,33,49.63,30,40,37.0,762245,m026,M33,04BH98,i.MP9701,500,21.211,21.734
2004,9,18,11,50,56.28,53266.4937069,1,33,49.64,30,40,37.0,762248,m026,M33,04BH98,i.MP9701,500,21.211,21.734
2004,9,18,12,0,10.05,53266.5001163,1,33,51.96,30,38,37.0,762249,m026,M33,04BH98,i.MP9701,500,21.058,22.016
2004,9,19,10,50,8.45,53267.4514867,1,33,50.8,30,39,36.9,762372,m026,M33,04BH20,g.MP9401,500,20.161,20.906
2004,9,19,10,59,21.27,53267.4578851,1,33,49.09,30,39,7.0,762373,m026,M33,04BH20,g.MP9401,500,20.249,20.65
2004,9,19,11,8,33.04,53267.4642713,1,33,51.42,30,38,7.0,762374,m026,M33,04BH20,g.MP9401,500,21.427,20.858
2004,9,19,11,41,36.43,53267.4872272,1,33,52.5,30,40,7.0,762378,m026,M33,04BH20,g.MP9401,500,20.889,21.522
2004,9,19,11,50,48.85,53267.4936209,1,33,50.18,30,41,7.0,762379,m026,M33,04BH20,g.MP9401,500,19.672,20.275
2004,9,19,12,0,1.46,53267.500017,1,33,49.63,30,40,37.0,762380,m026,M33,04BH20,g.MP9401,500,21.211,21.734
2004,9,19,12,9,12.28,53267.5063922,1,33,51.96,30,38,37.0,762381,m026,M33,04BH20,g.MP9401,500,21.058,22.016
2004,9,19,12,18,27.2,53267.5128148,1,33,50.8,30,39,37.0,762382,m026,M33,04BH20,g.MP9401,500,20.161,20.906
2004,9,20,9,25,59.89,53268.3930543,1,33,50.8,30,39,37.0,762466,m026,M33,04BH20,g.MP9401,500,20.161,20.906
2004,9,20,9,35,10.16,53268.3994231,1,33,49.09,30,39,7.0,762467,m026,M33,04BH20,g.MP9401,500,20.249,20.65
2004,9,20,9,44,20.37,53268.4057914,1,33,51.42,30,38,7.0,762468,m026,M33,04BH20,g.MP9401,500,21.427,20.858
2004,9,20,9,53,31.19,53268.4121666,1,33,52.5,30,40,7.0,762469,m026,M33,04BH20,g.MP9401,500,20.889,21.522
2004,9,20,10,2,43.31,53268.4185569,1,33,50.18,30,41,7.0,762470,m026,M33,04BH20,g.MP9401,500,19.672,20.275
2004,9,20,10,11,54.53,53268.4249367,1,33,49.64,30,40,37.0,762471,m026,M33,04BH20,g.MP9401,500,21.211,21.734
2004,9,20,10,21,5.55,53268.4313142,1,33,51.96,30,38,37.0,762472,m026,M33,04BH20,g.MP9401,500,21.058,22.016
2004,10,7,8,57,6.09,53285.3729872,0,26,32.61,36,12,48.6,764916,m142,M10,04BF20,g.MP9401,289,,
2004,10,7,9,2,46.07,53285.3769221,0,26,31.78,36,12,45.7,764917,m142,M10,04BF20,g.MP9401,289,,
2004,10,7,9,8,25.4,53285.3808496,0,26,32.85,36,12,38.7,764918,m142,M10,04BF20,g.MP9401,289,,
2004,10,7,9,14,5.08,53285.3847811,0,26,33.43,36,12,51.7,764919,m142,M10,04BF20,g.MP9401,289,,
2004,10,7,9,19,44.71,53285.388712,0,26,32.36,36,12,58.7,764920,m142,M10,04BF20,g.MP9401,289,,
2004,10,7,9,26,34.64,53285.3934565,0,26,32.61,36,12,48.7,764921,m142,M10,04BF20,i.MP9701,289,,
2004,10,7,9,32,15.67,53285.3974036,0,26,31.78,36,12,45.7,764922,m142,M10,04BF20,i.MP9701,289,,
2004,10,7,9,37,55.6,53285.401338,0,26,32.86,36,12,38.7,764923,m142,M10,04BF20,i.MP9701,289,,
2004,10,7,9,43,35.48,53285.4052718,0,26,33.44,36,12,51.7,764924,m142,M10,04BF20,i.MP9701,289,,
2004,10,7,9,49,15.61,53285.4092085,0,26,32.36,36,12,58.7,764925,m142,M10,04BF20,i.MP9701,289,,
2004,10,7,9,56,8.34,53285.4139854,0,31,24.79,36,14,54.3,764926,m144,M11,04BF20,g.MP9401,289,,
2004,10,7,10,1,49.47,53285.4179337,0,31,23.96,36,14,51.3,764927,m144,M11,04BF20,g.MP9401,289,,
2004,10,7,10,7,30.7,53285.4218831,0,31,25.03,36,14,44.3,764928,m144,M11,04BF20,g.MP9401,289,,
2004,10,7,10,13,11.28,53285.425825,0,31,25.61,36,14,57.3,764929,m144,M11,04BF20,g.MP9401,289,,
2004,10,7,10,18,50.76,53285.4297542,0,31,24.54,36,15,4.3,764930,m144,M11,04BF20,g.MP9401,289,,
2004,10,7,10,25,39.89,53285.4344895,0,31,24.79,36,14,54.3,764931,m144,M11,04BF20,i.MP9701,289,,
2004,10,7,10,31,20.57,53285.4384325,0,31,23.96,36,14,51.3,764932,m144,M11,04BF20,i.MP9701,289,,
2004,10,7,10,38,8.5,53285.4431539,0,31,25.03,36,14,44.3,764933,m144,M11,04BF20,i.MP9701,289,,
2004,10,7,10,43,48.83,53285.4470929,0,31,25.61,36,14,57.3,764934,m144,M11,04BF20,i.MP9701,289,,
2004,10,7,10,59,46.72,53285.4581797,0,31,25.61,36,14,57.3,764936,m144,M11,04BF20,i.MP9701,289,,
2004,10,7,11,5,27.71,53285.4621262,0,31,24.53,36,15,4.3,764937,m144,M11,04BF20,i.MP9701,289,,
2004,10,8,8,6,16.64,53286.3376925,1,33,51.0,30,39,37.2,765027,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,10,8,8,28,12.21,53286.3529191,1,33,51.0,30,39,37.1,765029,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,10,8,8,52,16.53,53286.3696358,1,33,51.0,30,39,37.1,765031,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,10,8,9,3,7.04,53286.3771648,1,33,51.0,30,39,37.1,765032,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,10,9,8,38,38.6,53287.360169,1,33,51.0,30,39,37.1,765128,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,10,9,9,1,33.63,53287.3760836,1,33,51.0,30,39,37.1,765130,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,10,10,9,1,57.39,53288.3763587,0,36,17.58,36,16,15.6,765217,m146,M12,04BF20,g.MP9401,289,,
2004,10,10,9,7,36.57,53288.3802844,0,36,16.75,36,16,12.6,765218,m146,M12,04BF20,g.MP9401,289,,
2004,10,10,9,13,16.91,53288.3842234,0,36,17.82,36,16,5.6,765219,m146,M12,04BF20,g.MP9401,289,,
2004,10,10,9,18,57.39,53288.3881642,0,36,18.4,36,16,18.6,765220,m146,M12,04BF20,g.MP9401,289,,
2004,10,10,9,24,37.92,53288.3921055,0,36,17.33,36,16,25.6,765221,m146,M12,04BF20,g.MP9401,289,,
2004,10,10,9,31,29.54,53288.3968697,0,36,17.58,36,16,15.6,765222,m146,M12,04BF20,i.MP9701,289,,
2004,10,10,9,37,10.32,53288.4008139,0,36,16.74,36,16,12.6,765223,m146,M12,04BF20,i.MP9701,289,,
2004,10,10,9,43,45.15,53288.4053837,0,36,17.82,36,16,5.6,765224,m146,M12,04BF20,i.MP9701,289,,
2004,10,10,9,49,26.08,53288.4093296,0,36,18.4,36,16,18.6,765225,m146,M12,04BF20,i.MP9701,289,,
2004,10,10,9,55,6.36,53288.4132681,0,36,17.32,36,16,25.6,765226,m146,M12,04BF20,i.MP9701,289,,
2004,10,15,11,14,3.63,53293.4680975,0,41,10.73,36,16,52.2,765635,m148,M13,04BF20,g.MP9401,289,,
2004,10,15,11,19,43.91,53293.472036,0,41,9.9,36,16,49.1,765636,m148,M13,04BF20,g.MP9401,289,,
2004,10,15,11,25,24.24,53293.475975,0,41,10.98,36,16,42.3,765637,m148,M13,04BF20,g.MP9401,289,,
2004,10,15,11,31,4.42,53293.4799122,0,41,11.55,36,16,55.3,765638,m148,M13,04BF20,g.MP9401,289,,
2004,10,15,11,36,46.7,53293.4838738,0,41,10.48,36,17,2.2,765639,m148,M13,04BF20,g.MP9401,289,,
2004,10,15,11,43,40.47,53293.4886629,0,41,10.73,36,16,52.2,765640,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,11,49,20.4,53293.4925973,0,41,9.9,36,16,49.1,765641,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,11,55,4.08,53293.496575,0,41,10.97,36,16,42.3,765642,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,12,0,43.36,53293.5005019,0,41,11.56,36,16,55.2,765643,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,12,6,23.84,53293.5044426,0,41,10.48,36,17,2.2,765644,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,12,18,13.25,53293.5126534,0,41,9.9,36,16,49.2,765646,m148,M13,04BF20,i.MP9701,289,,
2004,10,15,12,23,54.78,53293.5166063,0,41,10.98,36,16,42.2,765647,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,6,18,3.85,53294.2625445,0,41,10.73,36,16,52.3,765732,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,6,23,43.88,53294.2664801,0,41,9.9,36,16,49.2,765733,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,6,29,23.81,53294.2704145,0,41,10.98,36,16,42.3,765734,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,6,35,4.24,53294.2743547,0,41,11.56,36,16,55.2,765735,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,6,40,44.92,53294.2782977,0,41,10.48,36,17,2.2,765736,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,6,47,36.5,53294.2830613,0,41,10.73,36,16,52.2,765737,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,6,53,18.93,53294.2870246,0,41,9.9,36,16,49.2,765738,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,6,58,59.06,53294.2909613,0,41,10.97,36,16,42.2,765739,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,7,4,39.94,53294.2949067,0,41,11.56,36,16,55.2,765740,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,7,10,21.92,53294.2988648,0,41,10.48,36,17,2.3,765741,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,7,16,4.8,53294.3028334,0,41,10.73,36,16,52.2,765742,m148,M13,04BF20,i.MP9701,289,,
2004,10,16,7,23,12.83,53294.3077874,0,41,11.56,36,16,55.2,765743,m148,M13,04BF20,g.MP9401,289,,
2004,10,16,7,28,51.26,53294.3117044,0,41,10.48,36,17,2.2,765744,m148,M13,04BF20,g.MP9401,289,,
2004,10,17,6,18,17.19,53295.262699,0,46,3.96,36,16,44.1,765811,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,23,55.87,53295.2666189,0,46,3.13,36,16,41.1,765812,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,29,34.95,53295.2705434,0,46,4.21,36,16,34.1,765813,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,35,13.48,53295.2744616,0,46,4.78,36,16,47.2,765814,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,40,52.41,53295.2783844,0,46,3.71,36,16,54.0,765815,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,50,5.28,53295.2847834,0,46,3.96,36,16,44.0,765816,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,6,55,45.76,53295.2887241,0,46,3.13,36,16,41.0,765817,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,7,1,26.94,53295.2926729,0,46,4.2,36,16,34.1,765818,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,7,7,7.02,53295.2966091,0,46,4.78,36,16,47.1,765819,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,7,12,45.45,53295.3005261,0,46,3.7,36,16,54.1,765820,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,7,19,13.33,53295.3050154,0,46,3.13,36,16,41.1,765821,m147,M14,04BF20,g.MP9401,289,,
2004,10,17,7,26,7.61,53295.3098103,0,46,3.95,36,16,44.1,765822,m147,M14,04BF20,i.MP9701,289,,
2004,10,17,7,31,47.74,53295.313747,0,46,3.13,36,16,41.1,765823,m147,M14,04BF20,i.MP9701,289,,
2004,10,17,7,37,29.52,53295.3177028,0,46,4.2,36,16,34.1,765824,m147,M14,04BF20,i.MP9701,289,,
2004,10,17,7,43,11.9,53295.3216655,0,46,4.78,36,16,47.1,765825,m147,M14,04BF20,i.MP9701,289,,
2004,10,17,7,48,53.68,53295.3256213,0,46,3.71,36,16,54.1,765826,m147,M14,04BF20,i.MP9701,289,,
2004,10,17,7,54,36.46,53295.3295887,0,46,3.95,36,16,44.1,765827,m147,M14,04BF20,i.MP9701,289,,
2004,10,18,6,41,31.52,53296.278837,1,33,51.0,30,39,37.2,765927,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,10,18,7,3,36.19,53296.2941689,1,33,51.0,30,39,37.0,765929,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,10,19,5,46,30.1,53297.2406261,0,50,57.0,36,15,51.3,766113,m145,M15,04BF20,i.MP9701,289,,
2004,10,19,5,52,10.47,53297.2445657,0,50,56.17,36,15,48.3,766114,m145,M15,04BF20,i.MP9701,289,,
2004,10,19,5,57,52.7,53297.2485267,0,50,57.24,36,15,41.3,766115,m145,M15,04BF20,i.MP9701,289,,
2004,10,19,6,3,33.53,53297.2524714,0,50,57.82,36,15,54.3,766116,m145,M15,04BF20,i.MP9701,289,,
2004,10,19,6,9,14.81,53297.2564214,0,50,56.75,36,16,1.2,766117,m145,M15,04BF20,i.MP9701,289,,
2004,10,19,6,16,36.18,53297.2615299,0,50,57.0,36,15,51.3,766118,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,6,22,17.56,53297.2654811,0,50,56.17,36,15,48.3,766119,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,6,34,26.72,53297.2739204,0,50,57.0,36,15,51.3,766121,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,6,40,7.5,53297.2778646,0,50,56.17,36,15,48.3,766122,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,6,49,38.21,53297.2844701,0,50,57.25,36,15,41.3,766123,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,6,55,16.84,53297.2883894,0,50,57.82,36,15,54.3,766124,m145,M15,04BF20,g.MP9401,289,,
2004,10,19,7,0,56.77,53297.2923237,0,50,56.75,36,16,1.3,766125,m145,M15,04BF20,g.MP9401,289,,
2004,11,3,12,21,1.46,53312.5146003,1,33,51.0,30,39,37.1,767646,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,11,3,12,42,54.84,53312.5298014,1,33,51.0,30,39,37.1,767648,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,11,7,4,55,43.76,53316.2053676,1,33,51.0,30,39,37.1,767804,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
2004,11,7,5,17,40.23,53316.2206046,1,33,51.0,30,39,37.1,767806,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,11,7,5,28,30.75,53316.2281337,1,33,51.0,30,39,37.2,767807,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,11,7,5,39,21.11,53316.235661,1,33,51.0,30,39,37.1,767808,m026,M33C,04BF26,i.MP9701,600,20.442,20.89
2004,11,7,5,53,0.06,53316.2451396,1,33,51.0,30,39,37.2,767809,m026,M33C,04BF26,g.MP9401,480,20.442,20.89
